Name	context	language	repository	file	url	split	grammar pattern	Count	Christian Grammar Pattern	Syreen Grammar Pattern	Eman Grammar Pattern	Mahie Grammar Pattern
hp1	DECLARATION	C	ccv	lib/nnc/cmd/ew/ccv_nnc_ew_cpu_ref.c	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/nnc/cmd/ew/ccv_nnc_ew_cpu_ref.c	hp 1	N D	125	N D	N D	N D	N D
httperf2	FUNCTION	C++	proxygen	proxygen/httpclient/samples/httperf2/HTTPerf2.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/httpclient/samples/httperf2/HTTPerf2.cpp	httperf 2	N D	125	N D	N D	N D	N D
i1	PARAMETER	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/database/ProfiledConnection.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/database/ProfiledConnection.java	i 1	N D	125	N D	N D	N D	N D
Iax2AnalysisTreeWidgetItem	CLASS	C++	wireshark	ui/qt/iax2_analysis_dialog.cpp	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/ui/qt/iax2_analysis_dialog.cpp	Iax2 Analysis Tree Widget Item	PRE NM NM NM N	2	PRE NM NM NM N	PRE NM NM NM N	PRE NM NM NM N	PRE NM NM NM N
idat	ATTRIBUTE	C	mgba	src/third-party/libpng/contrib/tools/pngfix.c	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/src/third-party/libpng/contrib/tools/pngfix.c	idat	N	10	N	N	N	N
idat_var	PARAMETER	C	mgba	src/third-party/libpng/contrib/tools/pngfix.c	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/src/third-party/libpng/contrib/tools/pngfix.c	idat var	NM N	103	NM N	NM N	NM N	NM N
idb1_if_description	DECLARATION	C	wireshark	wiretap/merge.c	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/wiretap/merge.c	idb 1 if description	N D NM N	3	N D NM N	N D NM N	N D NM N	N D NM N
if_name	ATTRIBUTE	C	ovs	lib/rtbsd.h	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/rtbsd.h	if name	NM N	103	NM N	CJ N	NM N	NM N
if_notifier_wait	FUNCTION	C	ovs	lib/if-notifier-bsd.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/if-notifier-bsd.c	if notifier wait	NM N V	1	NM N V	CJ N V	NM N V	P N V
ifCondition	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/expr/CloneVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/expr/CloneVisitor.java	if Condition	NM N	103	NM N	CJ N	NM N	NM N
ifElseWidthExpr	PARAMETER	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/expr/AbstractExecExprVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/expr/AbstractExecExprVisitor.java	if Else Width Expr	NM NM NM N	10	NM NM NM N	CJ NM NM N	NM NM NM N	NM NM NM N
ifExists	ATTRIBUTE	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/planner/sql/parser/SqlDropAlias.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/planner/sql/parser/SqlDropAlias.java	if Exists	NM N	103	NM N	NM N	NM N	NM N
ifExpr	PARAMETER	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/compile/sig/ConstantExpressionIdentifier.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/compile/sig/ConstantExpressionIdentifier.java	if Expr	NM N	103	NM N	CJ N	NM N	NM N
ifFound	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java	if Found	CJ V	1	CJ V	CJ V	CJ V	CJ V
ifindex	ATTRIBUTE	C	ovs	lib/netdev-offload.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/netdev-offload.c	if index	NM N	103	NM N	CJ N	NM N	NM N
ifinfo	DECLARATION	C	ovs	lib/rtnetlink.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/rtnetlink.c	if info	NM N	103	NM N	CJ N	NM N	NM N
ifNoVal	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java	if No Val	CJ DT N	1	CJ DT N	CJ DT N	CJ DT N	CJ DT N
ifPresent	PARAMETER	Java	immutables	value-processor/src/org/immutables/value/processor/meta/AnnotationInjections.java	https://github.com/immutables/immutables/blob/28ba97e9f3075902e279c1cde3e16be01e365afb/value-processor/src/org/immutables/value/processor/meta/AnnotationInjections.java	if Present	CJ NM	2	CJ NM	CJ NM	CJ NM	P NM
ifReducedExpr	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/project/OutputWidthVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/project/OutputWidthVisitor.java	if Reduced Expr	CJ NM N	1	CJ NM N	CJ NM N	CJ NM N	CJ NM N
ifTable	PARAMETER	C	ovs	datapath-windows/ovsext/IpHelper.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/datapath-windows/ovsext/IpHelper.c	if Table	NM N	103	NM N	NM N	NM N	NM N
ifUnique	PARAMETER	C++	cling	lib/Interpreter/Interpreter.cpp	https://github.com/vgvassilev/cling/blob/5e3310ac045d5763cd9852359d1003f3850c2a0c/lib/Interpreter/Interpreter.cpp	if Unique	CJ NM	2	CJ NM	CJ NM	CJ NM	P NM
ifWidth	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/project/OutputWidthVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/project/OutputWidthVisitor.java	if Width	NM N	103	NM N	CJ N	NM N	NM N
igraph_2wheap_init	FUNCTION	C	rigraph	src/core/core/indheap.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/core/indheap.c	igraph 2 w heap init	PRE D VM N V	1	PRE D VM N V	PRE D VM N V	PRE D VM N V	N D PRE N V
igraph_all_st_mincuts	FUNCTION	C	rigraph	src/vendor/cigraph/src/flow/st-cuts.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/src/flow/st-cuts.c	i graph all st min cuts	PRE PRE DT NM NM NPL	1	PRE PRE DT NM NM NPL	PRE PRE DT NM NM NPL	PRE PRE DT NM NM NPL	N DT NM NM NPL
igraph_errno	PARAMETER	C	rigraph	src/include/igraph_error.h	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/include/igraph_error.h	igraph err no	NM NM N	25	NM NM N	NM NM N	NM NM N	NM NM N
igraph_i_get_subisomorphisms_vf2_inner	FUNCTION	C	rigraph	src/core/isomorphism/vf2.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/isomorphism/vf2.c	igraph i get subisomorphisms vf 2 inner	PRE PRE V NPL N D NM	1	PRE PRE V NPL N D NM	PRE PRE V NPL N D NM	PRE PRE V NPL N D NM	N PRE V NPL N D NM
im2col	PARAMETER	C++	caffe	src/caffe/util/im2col.cpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/src/caffe/util/im2col.cpp	im 2 col	N P N	12	N P N	N P N	N P N	N P N
im2col2d	DECLARATION	Java	deeplearning4j	deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/layers/convolution/ConvolutionLayer.java	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/layers/convolution/ConvolutionLayer.java	im 2 col 2d	N P N NM	2	N P N NM	N P N NM	N P N NM	N P N NM
Im2colLayer	CLASS	C++	caffe	include/caffe/layers/im2col_layer.hpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/im2col_layer.hpp	Im 2 col Layer	N P N N	2	N P N N	N P N N	N P N N	N D N NM
image1	PARAMETER	Java	Spark	core/src/main/java/org/jivesoftware/spark/util/ImageCombiner.java	https://github.com/igniterealtime/Spark/blob/ca028f3a818b94c00f2f600933109087d84fb0b9/core/src/main/java/org/jivesoftware/spark/util/ImageCombiner.java	image 1	N D	125	N D	N D	N D	N D
in_best_path	ATTRIBUTE	C++	rigraph	src/core/isomorphism/bliss/graph.cc	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/isomorphism/bliss/graph.cc	in best path	P NM N	31	P NM N	P NM N	P NM N	P NM N
in_channel	PARAMETER	C++	drill	contrib/native/client/src/clientlib/channel.hpp	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/native/client/src/clientlib/channel.hpp	in channel	NM N	103	NM N	NM N	NM N	NM N
in_ctx	PARAMETER	C++	drill	contrib/native/client/src/clientlib/channel.hpp	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/native/client/src/clientlib/channel.hpp	in ctx	NM N	103	NM N	NM N	NM N	NM N
in_expectedRPCType	PARAMETER	C++	drill	contrib/native/client/src/clientlib/drillClientImpl.hpp	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/native/client/src/clientlib/drillClientImpl.hpp	in expected RPC Type	PRE NM NM N	7	PRE NM NM N	PRE NM NM N	PRE NM NM N	PRE NM NM N
in_key	ATTRIBUTE	C	ovs	lib/netdev.h	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/netdev.h	in key	NM N	103	NM N	NM N	NM N	NM N
in_name	PARAMETER	C++	meta	src/io/filesystem.cpp	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/io/filesystem.cpp	in name	NM N	103	NM N	NM N	NM N	NM N
in_near	PARAMETER	C	panda3d	panda/src/pnmimagetypes/stb_image.h	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/pnmimagetypes/stb_image.h	in near	N P	8	N P	N P	N P	N P
in_neighbour_heap	ATTRIBUTE	C++	rigraph	src/core/isomorphism/bliss/partition.hh	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/isomorphism/bliss/partition.hh	in neighbour heap	P NM N	31	P NM N	P NM N	P NM N	P NM N
in_propName	PARAMETER	C++	drill	contrib/native/client/src/include/drill/userProperties.hpp	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/native/client/src/include/drill/userProperties.hpp	in prop Name	NM NM N	25	NM NM N	NM NM N	NM NM N	NM NM N
inActionCode	PARAMETER	Java	Smack	smack-jingle-old/src/main/java/org/jivesoftware/smackx/jingleold/JingleActionEnum.java	https://github.com/igniterealtime/Smack/blob/19b20fefeca69cccc3637e01ec2f151a054a3351/smack-jingle-old/src/main/java/org/jivesoftware/smackx/jingleold/JingleActionEnum.java	in Action Code	PRE NM N	11	PRE NM N	PRE NM N	PRE NM N	PRE NM N
inaddr	PARAMETER	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/util/SimpleSSLSocketFactory.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/util/SimpleSSLSocketFactory.java	in addr	NM N	103	NM N	NM N	NM N	NM N
include_all_fetchheads	DECLARATION	C	git2r	src/libgit2/src/libgit2/remote.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/remote.c	include all fetch heads	V DT NM NPL	1	V DT NM NPL	V DT NM NPL	V DT NM NPL	V DT NM NPL
incomingHasSv2	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/TopN/TopNBatch.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/TopN/TopNBatch.java	incoming Has Sv 2	V V N D	1	V V N D	V V N D	V V N D	V V N D
index_as_child	ATTRIBUTE	C++	deeplearning4j	libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp	index as child	V P N	12	V P N	V P N	V P N	V P N
index_as_parent	ATTRIBUTE	C++	deeplearning4j	libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp	index as parent	V P N	12	V P N	V P N	V P N	V P N
inEclipseCompiler	ATTRIBUTE	Java	immutables	generator-processor/src/org/immutables/generator/processor/Introspection.java	https://github.com/immutables/immutables/blob/28ba97e9f3075902e279c1cde3e16be01e365afb/generator-processor/src/org/immutables/generator/processor/Introspection.java	in Eclipse Compiler	P NM N	31	P NM N	P NM N	P NM N	P NM N
inEdges	PARAMETER	Java	guava	android/guava/src/com/google/common/graph/DirectedMultiNetworkConnections.java	https://github.com/google/guava/blob/551f92130cc0442870569b89820e0b432a8ff8f7/android/guava/src/com/google/common/graph/DirectedMultiNetworkConnections.java	in Edges	NM NPL	5	P NPL	P NPL	NM NPL	P NPL
inEqMoreThanOnce	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/planner/index/IndexableExprMarker.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/planner/index/IndexableExprMarker.java	in Eq More Than Once	P N DT CJ VM	1	P N DT CJ VM	P N DT CJ VM	P N DT CJ VM	P N DT CJ VM
inFieldId	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/join/NestedLoopJoinBatch.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/join/NestedLoopJoinBatch.java	in Field Id	NM NM N	25	NM NM N	NM NM N	NM NM N	NM NM N
inFields	ATTRIBUTE	Java	drill	contrib/storage-mongo/src/main/java/org/apache/drill/exec/store/mongo/plan/RexToMongoTranslator.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/storage-mongo/src/main/java/org/apache/drill/exec/store/mongo/plan/RexToMongoTranslator.java	in Fields	NM NPL	5	NM NPL	NM NPL	NM NPL	NM NPL
inFlowNewM	DECLARATION	C++	rigraph	src/core/community/infomap/infomap_Greedy.cc	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/community/infomap/infomap_Greedy.cc	in Flow New M	NM NM NM N	10	NM NM NM N	NM NM NM N	NM NM NM N	NM NM NM N
infop	PARAMETER	C	libxo	libxo/libxo.c	https://github.com/Juniper/libxo/blob/290d88625c683bca60e05e68dd2003c290f50f99/libxo/libxo.c	info p	NM N	103	NM N	NM N	NM N	NM N
infor	FUNCTION	Java	immutables	generator-processor/src/org/immutables/generator/processor/TemplateWriter.java	https://github.com/immutables/immutables/blob/28ba97e9f3075902e279c1cde3e16be01e365afb/generator-processor/src/org/immutables/generator/processor/TemplateWriter.java	in for	P N	70	P N	P P	P CJ	P N
inhand	DECLARATION	C	toggldesktop	third_party/openssl/apps/apps.c	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/openssl/apps/apps.c	in hand	NM N	103	NM N	NM N	NM N	NM N
inhow	ATTRIBUTE	C	mgba	src/third-party/zlib/contrib/blast/blast.c	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/src/third-party/zlib/contrib/blast/blast.c	in how	V VM	7	V VM	V VM	V VM	N VM
inIndex	PARAMETER	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/interpreter/InterpreterEvaluator.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/interpreter/InterpreterEvaluator.java	in Index	NM N	103	NM N	NM N	NM N	NM N
init2	FUNCTION	C++	toggldesktop	third_party/poco/Net/src/RawSocketImpl.cpp	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/poco/Net/src/RawSocketImpl.cpp	init 2	N D	125	N D	N D	N D	N D
inkey_bio	DECLARATION	C	toggldesktop	third_party/openssl/apps/ts.c	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/openssl/apps/ts.c	inkey bio	NM N	103	NM N	NM N	NM N	NM N
inlinables	ATTRIBUTE	Java	immutables	generator-processor/src/org/immutables/generator/processor/Inliner.java	https://github.com/immutables/immutables/blob/28ba97e9f3075902e279c1cde3e16be01e365afb/generator-processor/src/org/immutables/generator/processor/Inliner.java	inlinables	NPL	1	NPL	NPL	NPL	NPL
inlist	DECLARATION	C	rigraph	src/vendor/cigraph/src/misc/embedding.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/src/misc/embedding.c	in list	NM N	103	NM N	NM N	NM N	NM N
inLiteral	DECLARATION	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/util/FastDateFormat.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/util/FastDateFormat.java	in Literal	P N	70	P N	P N	P N	P N
inMemCount	PARAMETER	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/xsort/SortMemoryManager.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/xsort/SortMemoryManager.java	in Mem Count	P NM N	31	P NM N	P NM N	P NM N	P NM N
inOuterList	ATTRIBUTE	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/store/easy/json/reader/BaseJsonReader.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/store/easy/json/reader/BaseJsonReader.java	in Outer List	P NM N	31	P NM N	P NM N	P NM N	P NM N
inp0	DECLARATION	C	mgba	src/third-party/libpng/mips/filter_msa_intrinsics.c	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/src/third-party/libpng/mips/filter_msa_intrinsics.c	inp 0	N D	125	N D	N D	N D	N D
inPipe	PARAMETER	C++	toggldesktop	third_party/poco/Foundation/src/Process_WIN32U.cpp	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/poco/Foundation/src/Process_WIN32U.cpp	in Pipe	NM N	103	NM N	NM N	NM N	NM N
insert_at	PARAMETER	C++	panda3d	pandatool/src/gtk-stats/gtkStatsChartMenu.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/pandatool/src/gtk-stats/gtkStatsChartMenu.cxx	insert at	V P	9	V P	V P	V P	V P
insertV4Headers	FUNCTION	C++	s3fs-fuse	src/curl.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/curl.cpp	insert V 4 Headers	V N D NPL	1	V N D NPL	V N D NPL	V N D NPL	V N D NPL
inSize	DECLARATION	C	mgba	src/third-party/lzma/Lzma2Dec.c	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/src/third-party/lzma/Lzma2Dec.c	in Size	NM N	103	NM N	NM N	NM N	NM N
insn0	PARAMETER	C++	facebook-repo-ds2	Sources/Architecture/ARM/ThumbBranchInfo.cpp	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/Architecture/ARM/ThumbBranchInfo.cpp	insn 0	N D	125	N D	N D	N D	N D
insn1	PARAMETER	C++	facebook-repo-ds2	Sources/Architecture/ARM/ThumbBranchInfo.cpp	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/Architecture/ARM/ThumbBranchInfo.cpp	insn 1	N D	125	N D	N D	N D	N D
intervalSubString1	DECLARATION	Java	drill	contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/druid/ScanQueryBuilder.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/druid/ScanQueryBuilder.java	interval SubString 1	NM N D	33	NM N D	NM N D	NM N D	NM N D
inTrait	ATTRIBUTE	Java	drill	contrib/storage-jdbc/src/main/java/org/apache/drill/exec/store/jdbc/JdbcIntermediatePrelConverterRule.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/storage-jdbc/src/main/java/org/apache/drill/exec/store/jdbc/JdbcIntermediatePrelConverterRule.java	in Trait	NM N	103	NM N	NM N	NM N	NM N
inTransaction	DECLARATION	C	ovs	datapath-windows/ovsext/TunnelFilter.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/datapath-windows/ovsext/TunnelFilter.c	in Transaction	P N	70	P N	P N	P N	P N
inVector	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/svremover/GenericSV4Copier.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/svremover/GenericSV4Copier.java	in Vector	NM N	103	NM N	NM N	NM N	NM N
INVERSE_COMPUTE_FOR_WORD_OF_ALL_1S	ATTRIBUTE	Java	guava	android/guava/src/com/google/common/hash/Crc32cHashFunction.java	https://github.com/google/guava/blob/551f92130cc0442870569b89820e0b432a8ff8f7/android/guava/src/com/google/common/hash/Crc32cHashFunction.java	INVERSE COMPUTE FOR WORD OF ALL 1S	V N P N P DT NPL	1	V N P N P DT NPL	V N P N P DT NPL	V N P N P DT NPL	V N P N P DT NPL
